,0,1
0,290.7659912109375,785.0000610351562
1,297.3741455078125,384.0
2,278.06658935546875,260.00006103515625
3,252.50286865234375,303.9999694824219
4,176.15451049804688,468.0000915527344
5,150.79295349121094,424.00006103515625
6,143.11920166015625,400.0
7,175.29905700683594,470.0000305175781
8,238.03286743164062,633.9998779296875
9,364.6822204589844,900.0000610351562
10,367.778076171875,761.0001220703125
11,310.4151916503906,500.0000305175781
12,217.27639770507812,371.9999694824219
13,161.51177978515625,267.00006103515625
14,123.3559341430664,264.0000305175781
15,108.97735595703125,171.0
16,81.00479888916016,191.00001525878906
17,70.78839111328125,141.00003051757812
18,58.73087692260742,75.0
19,45.43804168701172,55.99999237060547
20,43.383609771728516,11.000000953674316
21,84.20808410644531,10.000000953674316
22,157.252197265625,30.000003814697266
23,234.08653259277344,83.99999237060547
24,277.33258056640625,205.99998474121094
25,244.5716552734375,394.99993896484375
26,230.6175079345703,539.0001220703125
27,243.0534210205078,646.9999389648438
28,235.51393127441406,742.9998168945312
29,223.80331420898438,710.0001831054688
30,181.89544677734375,576.0
31,224.73538208007812,620.0
32,290.9837341308594,659.0001220703125
33,329.6348876953125,609.9998779296875
34,266.5312805175781,495.00006103515625
35,199.75962829589844,341.0000305175781
36,146.53932189941406,247.00003051757812
37,119.18879699707031,214.99996948242188
38,86.18792724609375,185.00001525878906
39,79.11425018310547,179.00003051757812
40,62.43825149536133,127.00003051757812
41,52.84719467163086,109.00001525878906
42,50.661502838134766,74.00000762939453
43,33.251007080078125,22.000001907348633
44,38.56986999511719,11.000000953674316
45,71.39654541015625,10.000000953674316
46,143.09068298339844,23.0
47,170.39710998535156,35.0
48,252.76669311523438,61.99999237060547
49,211.85411071777344,85.99998474121094
50,184.78807067871094,185.00001525878906
51,211.02676391601562,335.9999694824219
52,221.79444885253906,392.00006103515625
53,202.4532928466797,320.0000305175781
54,240.9168243408203,314.0000305175781
55,265.34954833984375,306.0
56,288.452880859375,333.00006103515625
57,305.1920166015625,157.00001525878906
58,256.4914245605469,106.00001525878906
59,198.3151397705078,114.00000762939453
60,131.28172302246094,115.99999237060547
61,104.26909637451172,113.00000762939453
62,83.93732452392578,78.99999237060547
63,70.74404907226562,80.00000762939453
64,53.36326217651367,50.999996185302734
65,40.455322265625,36.99999237060547
66,37.39205551147461,15.000001907348633
67,33.41178894042969,10.000000953674316
68,27.8969669342041,6.999999523162842
69,54.64393615722656,18.999998092651367
70,142.9907684326172,59.000003814697266
71,182.67694091796875,153.99998474121094
72,276.7430419921875,397.0000305175781
73,219.49642944335938,331.9999694824219
74,167.48023986816406,298.0
75,163.02981567382812,307.9999694824219
76,166.55227661132812,341.0000305175781
77,190.46087646484375,405.00006103515625
78,186.44798278808594,419.99993896484375
79,233.1708984375,370.0000305175781
80,271.2269287109375,377.0
81,310.8067932128906,496.9999694824219
82,330.0771484375,456.0000305175781
83,257.2690124511719,371.0
84,196.14295959472656,227.00003051757812
85,131.1634521484375,150.9999542236328
86,96.82904815673828,106.99999237060547
87,81.18096923828125,69.0
88,62.23927307128906,30.999996185302734
89,41.84035110473633,12.999999046325684
90,31.591602325439453,6.999999523162842
91,31.803768157958984,3.0
92,33.087615966796875,6.999999523162842
93,79.86995697021484,18.999998092651367
94,145.21469116210938,143.00003051757812
95,212.60906982421875,361.9999694824219
96,254.92149353027344,713.0
97,226.62591552734375,382.0000305175781
98,174.62728881835938,163.99998474121094
99,157.8881378173828,192.99998474121094
100,159.2795867919922,260.00006103515625
101,172.04263305664062,237.9999542236328
102,150.40725708007812,243.9999542236328
103,255.923583984375,254.00006103515625
104,290.89202880859375,424.00006103515625
105,403.462646484375,806.0000610351562
106,358.5105285644531,784.0001220703125
107,292.0418395996094,514.0
108,204.2803497314453,360.0000305175781
109,153.6060791015625,225.00001525878906
110,85.68983459472656,162.00003051757812
111,69.80646514892578,83.99999237060547
112,51.83959197998047,33.000003814697266
113,36.09207534790039,8.0
114,28.170679092407227,8.0
