,0,1
0,354.42755126953125,785.0000610351562
1,397.9916687011719,384.0
2,347.8382263183594,260.00006103515625
3,356.29095458984375,303.9999694824219
4,389.10791015625,468.0000915527344
5,367.46380615234375,424.00006103515625
6,351.5756530761719,400.0
7,433.1383972167969,470.0000305175781
8,570.8717651367188,633.9998779296875
9,667.030517578125,900.0000610351562
10,652.9678344726562,761.0001220703125
11,495.5226745605469,500.0000305175781
12,368.6433410644531,371.9999694824219
13,292.3886413574219,267.00006103515625
14,215.60733032226562,264.0000305175781
15,168.73779296875,171.0
16,157.6841583251953,191.00001525878906
17,135.8527374267578,141.00003051757812
18,82.05252838134766,75.0
19,31.2186222076416,55.99999237060547
20,12.552138328552246,11.000000953674316
21,9.824223518371582,10.000000953674316
22,20.100086212158203,30.000003814697266
23,63.92604064941406,83.99999237060547
24,159.82569885253906,205.99998474121094
25,267.0791015625,394.99993896484375
26,360.53363037109375,539.0001220703125
27,491.13275146484375,646.9999389648438
28,689.869140625,742.9998168945312
29,702.2522583007812,710.0001831054688
30,569.4149169921875,576.0
31,495.76800537109375,620.0
32,486.9638977050781,659.0001220703125
33,484.4114990234375,609.9998779296875
34,437.7522277832031,495.00006103515625
35,332.88641357421875,341.0000305175781
36,261.34893798828125,247.00003051757812
37,202.90191650390625,214.99996948242188
38,153.2859649658203,185.00001525878906
39,119.4610595703125,179.00003051757812
40,110.69355773925781,127.00003051757812
41,104.58314514160156,109.00001525878906
42,69.8394546508789,74.00000762939453
43,29.265209197998047,22.000001907348633
44,14.314330101013184,11.000000953674316
45,13.154374122619629,10.000000953674316
46,30.030609130859375,23.0
47,87.23353576660156,35.0
48,174.59556579589844,61.99999237060547
49,230.20704650878906,85.99998474121094
50,276.7911682128906,185.00001525878906
51,373.2946472167969,335.9999694824219
52,541.6135864257812,392.00006103515625
53,623.6990356445312,320.0000305175781
54,570.1552124023438,314.0000305175781
55,529.9698486328125,306.0
56,552.6070556640625,333.00006103515625
57,529.7044677734375,157.00001525878906
58,474.072265625,106.00001525878906
59,364.4009704589844,114.00000762939453
60,288.43060302734375,115.99999237060547
61,246.9093475341797,113.00000762939453
62,173.55377197265625,78.99999237060547
63,96.4209213256836,80.00000762939453
64,51.31602096557617,50.999996185302734
65,26.53839683532715,36.99999237060547
66,14.53205680847168,15.000001907348633
67,9.434318542480469,10.000000953674316
68,10.909259796142578,6.999999523162842
69,27.789783477783203,18.999998092651367
70,109.95732116699219,59.000003814697266
71,328.4263000488281,153.99998474121094
72,423.34814453125,397.0000305175781
73,294.42230224609375,331.9999694824219
74,206.5818328857422,298.0
75,206.2197265625,307.9999694824219
76,258.6217346191406,341.0000305175781
77,286.9486083984375,405.00006103515625
78,305.8348693847656,419.99993896484375
79,382.85272216796875,370.0000305175781
80,547.9650268554688,377.0
81,666.699462890625,496.9999694824219
82,669.375244140625,456.0000305175781
83,530.2261352539062,371.0
84,401.8215026855469,227.00003051757812
85,335.6706848144531,150.9999542236328
86,225.85826110839844,106.99999237060547
87,104.8153076171875,69.0
88,39.046730041503906,30.999996185302734
89,14.249821662902832,12.999999046325684
90,6.768488883972168,6.999999523162842
91,5.199326038360596,3.0
92,9.318840980529785,6.999999523162842
93,34.442501068115234,18.999998092651367
94,182.68609619140625,143.00003051757812
95,564.9114379882812,361.9999694824219
96,549.4094848632812,713.0
97,389.4295654296875,382.0000305175781
98,243.5074920654297,163.99998474121094
99,211.19227600097656,192.99998474121094
100,225.03005981445312,260.00006103515625
101,213.87643432617188,237.9999542236328
102,212.23794555664062,243.9999542236328
103,273.2082214355469,254.00006103515625
104,416.6259765625,424.00006103515625
105,620.2333374023438,806.0000610351562
106,695.9329223632812,784.0001220703125
107,521.503173828125,514.0
108,370.111572265625,360.0000305175781
109,271.9940490722656,225.00001525878906
110,188.7291717529297,162.00003051757812
111,102.65965270996094,83.99999237060547
112,47.288963317871094,33.000003814697266
113,18.15113639831543,8.0
114,7.843517303466797,8.0
115,5.505738735198975,6.0
116,8.244894027709961,6.0
117,30.45537757873535,40.000003814697266
118,164.424072265625,174.99998474121094
119,498.7927551269531,506.99993896484375
120,550.6345825195312,838.9999389648438
121,329.79473876953125,365.99993896484375
122,199.39877319335938,216.99993896484375
123,194.14610290527344,290.9999694824219
124,239.54324340820312,390.00006103515625
125,226.50341796875,297.0000305175781
126,206.88494873046875,271.0000305175781
127,253.56150817871094,319.0
128,406.9985046386719,565.9999389648438
129,641.06201171875,947.9998779296875
130,704.3654174804688,844.0
131,519.5361328125,565.9999389648438
132,368.85943603515625,392.00006103515625
133,293.35321044921875,268.9999694824219
134,212.34339904785156,196.99998474121094
135,125.27198791503906,136.0
136,53.28215408325195,42.00000762939453
137,19.454513549804688,11.000000953674316
138,8.259212493896484,11.000000953674316
139,5.479450702667236,3.0
140,9.20567798614502,10.000000953674316
141,35.714447021484375,42.00000762939453
142,198.3189239501953,159.00003051757812
143,533.2352294921875,477.9998779296875
144,525.2293090820312,797.9998779296875
145,295.51812744140625,355.0000915527344
146,198.35855102539062,203.99998474121094
147,200.64659118652344,251.0000457763672
148,247.05067443847656,325.99993896484375
149,225.67996215820312,290.9999694824219
150,197.8496856689453,347.9999694824219
151,242.70506286621094,460.0000305175781
152,392.90130615234375,480.9999084472656
153,598.8019409179688,827.0001220703125
154,648.6402587890625,692.0000610351562
155,480.4229431152344,742.9998168945312
156,321.4419860839844,414.9999084472656
157,240.7869415283203,260.00006103515625
158,191.24034118652344,177.00001525878906
